id,adjusted,age,bmi,cohort1,cohort2,cohort3,cohort4,endurancecat,endurancespeed,female,footwear,group,injury,k5_d,k5_di,k5_ti,k5_ti_adj,k5_tr,k10_d,k10_di,k10_ti,k10_ti_adj,k10_tr,m5_d,m5_di,m5_ti,m5_ti_adj,m5_tr,m10_d,m10_di,m10_ti,m10_ti_adj,m10_tr,mh_d,mh_di,mh_ti,mh_ti_adj,mh_tr,mf_d,mf_di,mf_ti,mf_ti_adj,mf_tr,max,sprint,tempo,typical,model1_time,model2_time
718,1,43,30.55125809,1,1,1,1,2,3,0,2,1,1,5000,3,1546,1546,2,,,,,,,,,,,,,,,,21097.5,2,7020,6942.390137,2,42195,2,15120,15038.81152,1,40,1,1,30,,
719,1,28,22.79490089,,,,,2,4,1,1,2,1,5000,3,1454,1454,2,,,,,,,,,,,,,,,,21097.5,3,6850,6850,2,,,,,,20,0,0,15,,
720,1,31,21.99690628,,,,,1,1,0,2,3,2,5000,2,957,936.75,1,10000,4,2020,2052.36499,2,,,,,,,,,,,21097.5,3,4485,4485,2,,,,,,65,1,1,50,,
721,1,30,20.41903305,1,1,1,1,3,8,1,2,2,1,5000,3,1320,1320,1,,,,,,,,,,,,,,,,21097.5,3,6240,6240,2,42195,2,14760,14682.62207,1,40,1,1,30,,
722,1,33,24.13549423,1,1,,,2,3,0,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,5462,5603.937012,1,42195,2,12720,12662.49121,1,35,1,1,25,,
723,1,39,24.20903206,,,,,2,5,1,2,3,3,5000,2,1572,1518.093506,2,10000,2,3205,3179.971436,2,,,,,,,,,,,21097.5,2,4260,4231.29541,2,,,,,,28,1,1,25,,
724,1,29,22.91344261,,,,,2,4,0,1,3,2,5000,2,1110,1082.849243,2,,,,,,,,,,,,,,,,21097.5,3,5281,5281,2,,,,,,55,1,1,40,,
725,1,46,22.13324356,,,,,2,4,0,1,1,1,5000,3,1025,1025,1,,,,,,,,,,,,,,,,21097.5,3,4780,4780,2,,,,,,75,1,0,60,,
726,1,37,23.84960938,1,,1,,2,3,0,2,3,1,5000,4,1005,1009.827026,2,10000,3,2205,2205,2,,,,,,,,,,,,,,,,42195,3,10980,10980,2,60,1,1,45,182.392746,184.1777344
727,1,27,21.83592224,1,1,1,1,1,1,0,2,2,1,5000,4,1116,1121.955322,3,,,,,,,,,,,,,,,,21097.5,4,5798,5958.192871,3,42195,2,13920,13851.1582,2,60,1,1,40,,
728,1,31,24.85058212,,,,,1,1,1,1,2,1,5000,4,1500,1510.778687,1,,,,,,,,,,,,,,,,21097.5,3,7740,7740,2,,,,,,22,1,0,12.5,,
729,1,36,23.27125931,,,,,1,2,1,2,1,1,5000,4,1380,1389.117676,2,10000,4,2929,2997.541992,1,,,,,,,,,,,21097.5,2,6564,6496.096191,1,,,,,,35,1,1,35,,
730,1,45,27.22624207,1,1,,,2,3,0,2,3,2,,,,,,,,,,,,,,,,,,,,,21097.5,2,6600,6531.353516,2,42195,2,15600,15513.58984,2,30,0,1,30,241.7230072,
731,1,33,22.19460106,,,,,3,6,0,2,2,2,,,,,,,,,,,8045,4,1981,2059.606445,2,,,,,,21097.5,4,5353,5489.257813,2,,,,,,28,1,1,20,,
732,1,47,24.55106735,,,,,1,2,0,2,1,1,,,,,,10000,3,2504,2504,2,,,,,,,,,,,21097.5,3,5386,5386,2,,,,,,40,0,1,35,,
733,1,21,18.28835106,,,,,2,3,1,3,3,1,,,,,,10000,3,3350,3350,3,,,,,,,,,,,21097.5,4,6820,7042.728516,1,,,,,,35,0,1,25,,
734,1,32,18.19851494,1,1,,,3,8,1,1,3,2,,,,,,,,,,,,,,,,,,,,,21097.5,4,5910,6076.530273,2,42195,4,12530,12684.4375,1,60,1,1,45,219.9701233,
735,1,24,21.38588142,,,,,2,3,1,2,3,2,5000,2,1143,1114.231934,2,10000,4,2301,2343.089844,1,8045,2,1866,1820.004761,2,,,,,,,,,,,,,,,,32,0,1,25,,
736,1,56,24.61257362,,,,,1,2,1,1,2,2,,,,,,,,,,,8045,2,3065,2942.841064,3,16090,3,6274,6274,2,21097.5,1,14172,,2,,,,,,25,0,0,18,,
737,1,31,22.26345062,,,,,2,3,1,1,3,1,5000,3,1400,1400,2,10000,2,3120,3096.276367,2,,,,,,,,,,,21097.5,4,6960,7192.122559,3,,,,,,25,1,1,15,,
738,1,24,21.06158638,1,1,1,1,1,2,1,2,3,1,5000,4,1037,1042.140015,1,,,,,,,,,,,,,,,,21097.5,4,4720,4825.619629,1,42195,2,10340,10301.9668,1,75,1,1,65,174.1672363,173.1272278
739,1,27,25.23407936,,,,,3,6,0,2,1,1,5000,3,1245,1245,2,,,,,,8045,3,2110,2110,2,,,,,,,,,,,,,,,,15,1,0,10,,
740,1,39,29.16219711,,,,,2,3,1,2,1,1,5000,4,2054,2074.264404,1,,,,,,,,,,,16090,3,6477,6477,1,,,,,,,,,,,34,1,0,30,,
741,1,37,25.96857071,1,1,1,1,2,3,0,2,2,1,5000,4,1290,1297.963867,1,,,,,,,,,,,,,,,,21097.5,4,6180,6362.328613,1,42195,4,13860,14049.20996,1,55,1,1,40,,
742,1,27,21.89049911,,,,,1,2,1,2,1,3,5000,3,1482,1482,2,10000,2,3405,3376.76416,2,,,,,,,,,,,21097.5,4,7087,7327.817383,1,,,,,,25,0,0,18,,
743,1,47,21.96660423,1,1,1,1,2,3,0,1,1,1,,,,,,,,,,,,,,,,16090,4,4430,4602.081055,2,21097.5,3,6401,6401,2,42195,3,13162,13162,2,55,0,1,43,,
744,1,45,27.54168892,,,,,3,6,1,2,3,1,5000,2,1937,1855.801025,2,,,,,,,,,,,,,,,,21097.5,4,8170,8491.712891,1,,,,,,18.5,1,0,15,,
745,1,58,19.20026779,1,1,1,1,2,3,1,2,3,1,,,,,,10000,3,3484,3484,1,,,,,,,,,,,21097.5,2,8005,7904.23877,1,42195,3,17421,17421,1,41,0,1,25,289.0252075,293.2948608
746,1,46,31.07244301,,,,,2,3,1,2,1,2,5000,3,2163,2163,3,10000,3,4147,4147,2,,,,,,,,,,,21097.5,2,9257,9122.519531,2,,,,,,26,0,1,20,,
747,1,39,23.67722511,1,1,1,1,2,3,0,2,1,1,5000,2,1290,1253.474609,2,,,,,,,,,,,,,,,,21097.5,3,5520,5520,2,42195,3,12813,12813,2,40,1,0,25,,
748,1,50,24.13549423,1,1,1,1,1,1,0,2,3,3,,,,,,10000,2,3480,3450.511719,2,,,,,,,,,,,21097.5,3,8100,8100.000488,2,42195,4,17040,17326.89258,2,46,0,0,40,283.7420959,293.9599609
749,1,44,22.20382309,1,,1,,2,3,1,2,2,1,5000,4,1330,1338.467041,1,10000,3,3051,3051,2,,,,,,,,,,,,,,,,42195,2,16209,16115.73145,2,50,1,0,42,,
750,1,30,22.01950264,1,,,,2,3,0,1,1,1,,,,,,10000,1,2880,,2,,,,,,16090,4,4500,4677.671387,2,,,,,,42195,4,14115,14311.28613,2,40,0,0,30,,
751,1,42,24.34137344,1,,,,2,3,0,2,3,2,,,,,,10000,2,2580,2563.756348,2,,,,,,,,,,,21097.5,1,6000,,2,42195,4,13200,13371.50781,2,40,1,1,35,212.1560364,
752,1,68,26.27408218,,,,,3,6,0,2,2,1,5000,3,1441,1441,2,,,,,,,,,,,,,,,,21097.5,3,6300,6300,2,,,,,,40,1,0,20,,
753,1,36,19.79558945,,,,,2,4,0,2,2,1,5000,4,1180,1186.660034,1,10000,4,2490,2539.362305,1,,,,,,,,,,,21097.5,4,5526,5671.327148,1,,,,,,57,1,1,45,,
754,1,29,22.91344261,,,,,4,10,0,2,3,1,5000,3,1364,1364,1,,,,,,8045,3,2340,2340,1,,,,,,,,,,,,,,,,22,0,0,15,,
755,1,41,22.26345062,,,,,1,2,0,2,2,2,5000,3,1616,1616,2,10000,2,3817,3781.553223,2,,,,,,,,,,,21097.5,2,9198,9065.21582,2,,,,,,9,0,0,15,,
756,1,34,25.23191071,,,,,3,7,0,2,2,3,5000,4,1405,1414.452271,4,,,,,,8045,3,2315,2315,4,,,,,,,,,,,,,,,,30,0,0,30,,
757,1,46,21.22448921,1,,1,,2,3,0,1,3,2,5000,4,1009,1013.865601,1,,,,,,,,,,,16090,4,3445,3548.173828,1,,,,,,42195,2,10176,10139.16113,2,55,1,1,45,177.1105652,176.2229919
758,1,31,21.96660423,,,,,2,3,0,2,3,1,5000,3,1150,1150,2,10000,2,2494,2478.818115,2,,,,,,16090,3,4151,4151,2,,,,,,,,,,,46,1,1,40,,
759,1,26,23.27775955,1,1,,,2,4,0,2,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,2,4615,4581.330566,1,42195,2,9904,9869.100586,1,76,1,1,65,166.5567474,
760,1,34,21.38588142,1,1,1,1,2,4,0,2,3,2,,,,,,10000,3,2716,2716,2,,,,,,,,,,,21097.5,3,5439,5439,3,42195,3,13480,13479.99902,2,50,0,0,40,201.6785736,204.4421692
761,1,29,27.45825768,,,,,3,6,0,1,1,1,5000,3,1250,1250,2,10000,4,2643,2698.682617,2,8045,4,2110,2199.408447,2,,,,,,,,,,,,,,,,15,1,0,12,,
762,1,35,25.54157829,,,,,2,4,1,2,3,1,5000,4,1620,1632.579346,1,,,,,,,,,,,,,,,,21097.5,4,8387,8726.384766,3,,,,,,20,0,0,15,,
763,1,43,24.55106735,,,,,1,1,1,2,1,1,5000,3,1880,1880,2,,,,,,,,,,,,,,,,21097.5,3,9000,9000,1,,,,,,33,0,0,20,,
764,1,29,28.3521347,,,,,2,5,0,2,2,3,5000,4,1446,1456.013916,2,,,,,,,,,,,,,,,,21097.5,4,7932,8234.894531,2,,,,,,25,0,0,20,,
765,1,41,27.9035244,,,,,2,5,0,2,3,3,,,,,,10000,3,2995,2995,2,,,,,,,,,,,21097.5,2,6727,6655.700684,2,,,,,,30,0,1,25,,
766,1,55,19.66026878,,,,,1,2,1,2,1,2,,,,,,10000,2,2850,2830.19165,2,,,,,,,,,,,21097.5,3,6272,6272,2,,,,,,60,0,1,55,,
767,1,33,21.9292717,,,,,3,6,0,2,2,1,5000,4,1236,1243.309082,2,,,,,,,,,,,16090,3,4660,4660,2,,,,,,,,,,,35,1,1,20,,
768,1,31,21.24975014,1,,,,2,3,0,1,1,3,5000,2,1007,984.6034546,3,,,,,,,,,,,,,,,,,,,,,42195,2,11175,11130.58887,4,30,0,1,20,,
769,1,28,22.70362473,,,,,1,2,1,1,2,1,,,,,,,,,,,8045,2,2580,2492.893555,1,,,,,,21097.5,3,6840,6840,2,,,,,,10,0,1,8,,
770,1,29,23.14814949,,,,,2,5,0,1,2,1,5000,4,1150,1156.324829,2,10000,2,2655,2637.801514,3,,,,,,,,,,,,,,,,,,,,,45,0,1,35,,
771,1,51,25.96857071,1,,,,2,3,0,2,2,2,,,,,,,,,,,8045,3,2099,2099,2,,,,,,,,,,,42195,2,13617,13551.11621,2,53,0,0,45,,
772,1,18,21.15354919,,,,,2,3,0,1,3,1,5000,3,1007,1007,1,,,,,,8045,3,1722,1722,2,16090,2,3732,3644.859131,2,,,,,,,,,,,75,1,1,65,,
773,1,21,23.91941071,,,,,2,3,0,2,1,1,5000,3,1051,1051,2,10000,2,2200,2188.177979,2,,,,,,,,,,,21097.5,3,4780,4780,3,,,,,,70,1,1,30,,
774,1,28,19.86567116,,,,,2,5,1,2,2,1,5000,4,1625,1637.657471,1,,,,,,,,,,,16090,4,5516,5785.35791,1,,,,,,,,,,,16,0,0,13,,
775,1,51,23.90596962,,,,,1,2,0,1,3,1,5000,3,1480,1480,2,,,,,,,,,,,,,,,,21097.5,2,7380,7294.274414,2,,,,,,40,0,0,30,,
776,1,32,29.38775444,1,,,,1,2,0,2,1,1,,,,,,,,,,,8045,2,2657,2564.709473,2,,,,,,,,,,,42195,4,15077,15301.16602,1,45,0,1,30,,
777,1,37,36.75645447,1,,1,,1,1,0,2,2,1,5000,2,2182,2079.504395,4,10000,3,4183,4183,3,,,,,,,,,,,,,,,,42195,3,21046,21046,3,22,0,0,12,,
778,1,30,23.5923233,,,,,2,3,0,1,3,3,5000,4,1281,1288.852783,1,,,,,,,,,,,,,,,,21097.5,4,6221,6405.79248,2,,,,,,30,1,1,25,,
779,1,31,23.08344269,1,1,,,2,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,7500,7500,4,42195,3,15070,15070,2,40,0,1,22,278.2105103,
780,1,56,28.65964699,,,,,1,2,0,2,2,1,5000,3,1920,1920,3,10000,3,4200,4200,3,,,,,,,,,,,,,,,,,,,,,15,1,0,10,,
781,1,33,24.24242401,,,,,1,2,1,2,2,1,5000,1,2709,,3,10000,3,5257,5257,2,8045,4,4021,4358.657715,2,,,,,,,,,,,,,,,,4.5,0,0,8,,
782,1,54,21.38588142,1,1,1,1,1,2,0,1,1,1,5000,4,1620,1632.579346,2,,,,,,,,,,,,,,,,21097.5,4,8040,8351.361328,2,42195,4,18900,19253.5918,2,32,0,0,25,,
783,1,50,26.7323513,1,,,,2,3,0,2,3,2,,,,,,,,,,,8045,2,2194,2130.688232,2,,,,,,,,,,,42195,4,13444,13621.94922,2,65,1,1,50,214.7608337,
784,1,50,22.16610718,,,,,1,1,0,2,1,1,5000,2,1322,1283.66687,2,,,,,,,,,,,,,,,,21097.5,3,5886,5886,1,,,,,,44,1,1,35,,
785,1,51,24.43181801,,,,,2,3,0,2,1,1,,,,,,10000,3,2565,2565,3,,,,,,,,,,,21097.5,3,5481,5481,2,,,,,,40,0,1,30,,
786,1,30,28.64563942,,,,,2,3,0,2,3,1,5000,3,1530,1530,1,,,,,,8045,3,3000,3000,1,,,,,,,,,,,,,,,,3.5,0,0,12,,
787,1,33,21.06158638,1,1,1,1,2,5,1,2,2,1,,,,,,10000,4,2545,2596.5896,1,,,,,,,,,,,21097.5,3,6168,6168,2,42195,3,12481,12481,1,50,1,1,40,,
788,1,42,23.00573349,,,,,2,4,1,2,2,3,5000,3,1274,1274,2,10000,2,2548,2532.155518,2,,,,,,,,,,,21097.5,2,5798,5744.955566,2,,,,,,28,1,1,20,,
789,1,38,22.3776226,,,,,2,4,0,2,2,1,5000,3,1114,1114,3,,,,,,,,,,,16090,3,3520,3520.000244,1,,,,,,,,,,,50,0,1,40,,
790,1,45,25.81369209,1,,,,1,2,0,2,3,1,5000,2,1412,1368.356079,2,,,,,,,,,,,,,,,,,,,,,42195,4,12749,12908.91699,1,63,1,1,48,228.0953064,
791,1,37,18.99196434,,,,,2,4,0,2,3,1,5000,2,1220,1187.280762,2,,,,,,,,,,,16090,4,4050,4193.347656,1,,,,,,,,,,,36,0,0,30,,
792,1,45,23.45083618,1,1,,,2,5,0,1,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,2,4864,4826.614258,2,42195,4,10963,11081.04297,3,65,1,1,50,178.4574738,
793,1,34,26.42340279,1,1,1,1,2,3,0,2,3,2,5000,4,1067,1072.442505,1,,,,,,,,,,,,,,,,21097.5,2,5190,5147.457031,1,42195,3,11790,11790,1,68,1,1,50,188.7872162,186.6317444
794,1,56,22.41187286,1,1,1,1,3,6,0,2,2,1,,,,,,10000,2,2345,2331.572998,1,,,,,,,,,,,21097.5,4,5037,5157.464355,1,42195,3,10906,10906,1,80,1,1,65,,
795,1,37,25.92195129,1,,,,1,1,1,2,2,3,5000,4,2160,2182.421387,2,,,,,,,,,,,,,,,,,,,,,42195,3,17281,17281,2,40,0,0,30,,
796,1,35,23.88304138,,,,,2,4,0,2,1,1,5000,4,1110,1115.891235,2,,,,,,,,,,,16090,3,4100,4100,2,21097.5,4,5066,5187.87207,1,,,,,,40,1,1,30,,
797,1,58,18.87385941,,,,,2,5,1,2,1,1,,,,,,10000,3,3120,3120,2,,,,,,,,,,,21097.5,2,8400,8289.118164,2,,,,,,27,0,0,25,,
798,1,40,28.13294601,1,1,1,1,3,6,0,2,3,1,,,,,,10000,3,3000,3000,4,,,,,,,,,,,21097.5,2,6271,6208.994629,1,42195,3,14355,14355,2,70,1,1,55,219.5843506,228.319931
799,1,64,21.2037735,1,1,,,1,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,2,6480,6413.813965,2,42195,2,15000,14920.0918,2,17,0,0,30,,
800,1,48,25.92195129,,,,,1,1,1,1,3,1,5000,3,1894,1894,3,,,,,,,,,,,,,,,,21097.5,2,8100,7996.848633,2,,,,,,30,1,0,25,,
801,1,45,22.3776226,,,,,2,4,1,2,2,1,5000,3,1773,1773.000122,3,,,,,,,,,,,,,,,,21097.5,2,8005,7904.23877,3,,,,,,31,0,0,22,,
802,1,49,26.61252975,1,1,,,3,8,0,2,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,6360,6553.270996,1,42195,2,15587,15500.7334,1,51,1,1,30,,
803,1,31,24.20903206,,,,,2,3,1,2,2,1,5000,3,1680,1680,3,10000,3,3780,3780,3,,,,,,,,,,,,,,,,,,,,,14.89999962,1,1,13.69999981,,
804,1,24,21.51694489,1,1,1,1,1,1,1,2,2,1,5000,3,1303,1303,3,,,,,,,,,,,,,,,,21097.5,2,6060,6002.077637,2,42195,3,12830,12830,2,50,0,0,40,,
805,1,28,23.74768066,,,,,2,3,1,2,2,1,5000,4,1793,1808.422363,3,10000,3,3774,3774,2,,,,,,,,,,,,,,,,,,,,,13,0,0,10,,
806,1,55,26.6554451,1,1,,,2,3,0,1,3,3,,,,,,,,,,,,,,,,,,,,,21097.5,2,7115,7035.287109,3,42195,2,16410,16314.41211,3,41,0,0,35,254.9553528,
807,1,35,31.56565857,1,,,,1,1,0,2,1,3,,,,,,,,,,,,,,,,16090,4,5220,5460.594238,1,,,,,,42195,2,16500,16403.36328,2,65,1,1,40,,
808,1,37,25.68181801,1,,,,1,2,0,2,2,3,,,,,,10000,1,3900,,2,8045,2,3401,3251.244385,2,,,,,,,,,,,42195,4,20100,20500.39453,2,35,0,1,30,,
809,1,32,23.67722511,1,1,1,1,2,5,0,1,2,1,5000,3,1198,1198,2,,,,,,,,,,,,,,,,21097.5,3,5838,5838,2,42195,4,13162,13332.51465,3,46,1,0,33,,
810,1,36,20.86985588,,,,,2,5,1,2,2,2,5000,2,1642,1583.275391,3,,,,,,,,,,,,,,,,21097.5,2,7523,7433.94043,2,,,,,,24,1,1,22,,
811,1,41,30.27149963,,,,,1,1,1,2,1,1,5000,4,2083,2103.84375,3,10000,2,4814,4757.753906,4,,,,,,,,,,,21097.5,3,10049,10048.99902,3,,,,,,20,0,0,15,,
812,1,30,22.68170738,1,1,,,2,3,1,2,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,5600,5600,1,42195,3,12753,12753,1,51,1,1,40,,
813,1,40,24.93506622,1,1,1,1,1,2,0,2,2,1,,,,,,,,,,,,,,,,16090,2,4569,4439.069336,2,21097.5,3,6173,6173,2,42195,3,13405,13405,2,65,0,1,55,,
814,1,33,26.37486076,1,1,1,1,2,4,0,2,3,1,,,,,,,,,,,,,,,,16090,4,4553,4734.96582,1,21097.5,4,6346,6538.407715,1,42195,2,14822,14743.97266,1,45,0,0,35,239.3078918,236.5687408
815,1,35,30.12372208,,,,,1,2,0,2,3,1,5000,4,1934,1951.955444,2,10000,2,4206,4163.000488,2,,,,,,,,,,,21097.5,3,9034,9034,1,,,,,,25,0,0,15,,
816,1,26,25.85858536,1,1,,,1,2,0,1,2,2,,,,,,10000,5,3182,,2,,,,,,,,,,,21097.5,2,7864,7766.735352,3,42195,2,16506,16409.29297,3,45,1,1,25,,
817,1,42,23.42873192,,,,,2,4,0,1,3,1,,,,,,10000,2,2552,2536.105957,2,,,,,,,,,,,21097.5,4,6601,6809.435547,3,,,,,,10,0,0,6,,
818,1,35,20.92764473,,,,,2,5,0,2,3,1,,,,,,,,,,,8045,3,2166,2166,2,,,,,,21097.5,3,5490,5490,2,42195,5,10805,,1,55,1,1,43,,204.5871582
819,1,49,22.68170738,1,1,1,1,1,2,1,2,1,2,5000,4,1764,1778.925415,2,,,,,,,,,,,,,,,,21097.5,2,8403,8292.039063,2,42195,3,18420,18420,2,33,0,1,22,,
820,1,57,22.54971504,,,,,2,4,1,2,1,1,5000,3,1400,1400,1,,,,,,8045,2,2910,2799.661865,2,,,,,,21097.5,1,7460,,2,,,,,,28,1,1,15,,
821,1,42,24.55106735,,,,,1,2,0,2,2,1,5000,2,1443,1397.449585,3,10000,4,2578,2630.950195,2,,,,,,,,,,,,,,,,42195,1,15691,,2,40,0,1,30,,
822,1,34,28.94712257,,,,,1,1,1,2,1,1,5000,3,2063,2063,3,,,,,,8045,2,3338,3193.623291,3,,,,,,,,,,,,,,,,15,0,0,15,,
823,1,40,23.80480194,,,,,1,2,0,2,1,2,5000,4,1356,1364.802368,1,10000,4,2856,2921.130127,1,,,,,,,,,,,21097.5,3,6395,6395,1,,,,,,30,1,0,20,,
824,1,47,24.9719429,,,,,1,2,0,2,1,1,5000,2,1331,1292.150879,2,10000,2,2997,2975.103516,2,,,,,,,,,,,,,,,,42195,1,13950,,1,52,1,1,40,,
825,1,26,26.6554451,,,,,3,6,0,2,2,1,5000,2,2400,2276.580566,4,,,,,,8045,3,3000,3000,2,,,,,,21097.5,3,7680,7680,2,,,,,,20,0,0,18,,
826,1,31,22.57785988,,,,,2,3,0,2,1,1,5000,3,1240,1240,1,10000,2,2598,2581.529785,1,,,,,,,,,,,21097.5,2,6192,6131.539551,2,,,,,,11,0,1,8,,
827,1,56,21.38588142,,,,,1,2,1,2,2,1,,,,,,10000,3,4440,4440,3,8045,3,3720,3720,2,16090,3,6966,6966,2,,,,,,,,,,,35,0,0,30,,
828,1,34,21.17267418,1,1,1,1,1,2,0,1,2,2,5000,4,1092,1097.701294,3,,,,,,,,,,,,,,,,21097.5,2,4724,4688.728027,1,42195,3,10530,10530,2,72,1,1,65,,
829,1,47,21.39037323,1,1,1,1,2,3,1,2,3,1,,,,,,,,,,,,,,,,16090,3,4920,4920,2,21097.5,3,6300,6300,1,42195,2,15000,14920.0918,1,40,1,1,35,231.6889343,238.6611633
830,1,27,27.52437782,1,,,,2,5,0,1,1,2,,,,,,10000,3,2484,2484,3,,,,,,,,,,,,,,,,42195,4,12426,12577.86816,3,45,0,1,33,,
831,1,25,22.36208534,,,,,3,7,0,2,3,1,5000,3,1020,1020,2,10000,3,2180,2180,3,,,,,,,,,,,21097.5,3,4740,4740,1,,,,,,70,1,1,60,,
832,1,35,25.24751663,1,1,1,1,2,4,1,2,1,3,,,,,,10000,2,2778,2759.176514,2,,,,,,,,,,,21097.5,2,6013,5955.968262,2,42195,3,13079,13079,2,52,1,1,37,,
833,1,46,23.84960938,1,1,1,1,2,4,0,2,2,1,,,,,,,,,,,,,,,,16090,3,4199,4199,1,21097.5,3,5639,5639,1,42195,2,11913,11862.54199,1,50,0,1,30,,
834,1,46,21.22448921,,,,,3,6,0,2,3,3,5000,4,1257,1264.560425,2,10000,3,2730,2730,2,,,,,,,,,,,,,,,,,,,,,35,1,1,30,,
835,1,29,21.38588142,,,,,1,2,0,2,2,1,,,,,,,,,,,8045,4,1540,1587.088135,1,,,,,,21097.5,4,4234,4318.793945,1,,,,,,83,1,1,80,,
836,1,28,24.55106735,,,,,2,3,0,2,1,2,5000,3,1380,1380,1,10000,2,3000,2978.059814,1,,,,,,,,,,,,,,,,,,,,,30,0,0,25,,
837,1,27,25.96887398,,,,,2,3,0,2,2,2,5000,3,1792,1792,3,,,,,,8045,4,3200,3410.244873,3,,,,,,,,,,,,,,,,20,0,0,15,,
838,1,23,20.44668007,,,,,2,4,1,2,1,3,5000,2,1530,1478.888672,2,,,,,,,,,,,,,,,,21097.5,2,7389,7303.066406,4,,,,,,9,0,0,25,,
839,1,33,32.96857834,,,,,2,4,0,2,3,3,5000,4,2372,2399.066162,2,10000,2,5220,5153.931152,1,,,,,,,,,,,,,,,,,,,,,12,0,1,6,,
840,1,39,23.88304138,,,,,2,3,0,2,3,1,,,,,,10000,4,2754,2814.511719,2,8045,2,2174,2111.821045,2,,,,,,,,,,,,,,,,20,1,0,15,,
841,1,55,24.0420742,1,1,1,1,1,2,0,2,2,1,,,,,,10000,3,2560,2560,1,,,,,,,,,,,21097.5,3,5616,5616,1,42195,3,12741,12741,1,70,1,1,50,,
842,1,38,24.85058212,1,1,1,1,2,3,1,2,2,2,,,,,,10000,3,2835,2835,3,,,,,,,,,,,21097.5,3,6285,6285,2,42195,4,13210,13381.76855,1,65,0,0,50,,
843,1,16,19.47665596,,,,,2,3,0,2,2,1,5000,3,985,984.999939,1,10000,4,2055,2088.505859,1,,,,,,,,,,,21097.5,3,5125,5125,3,,,,,,50,1,1,45,,
844,1,45,26.44170189,,,,,2,4,0,2,3,1,5000,3,1629,1629,3,10000,3,3277,3277,3,,,,,,,,,,,,,,,,,,,,,6,0,0,6,,
845,1,60,32.40740967,1,1,1,1,2,3,0,2,1,1,5000,4,2040,2059.987793,2,,,,,,,,,,,,,,,,21097.5,3,7505,7505,1,42195,3,18730,18730,1,50,0,0,35,,
846,1,36,23.45410728,1,1,,,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,21097.5,3,7760,7760,2,42195,3,17077,17077,2,30,0,0,20,,
847,1,53,21.70465088,1,1,1,1,1,1,1,2,2,1,,,,,,10000,2,3060,3037.176758,2,,,,,,,,,,,21097.5,2,7380,7294.274414,2,42195,3,16500,16500,2,50,1,1,40,,
848,1,43,22.68170738,,,,,2,3,1,2,2,2,5000,2,1794,1724.131348,2,10000,2,3780,3745.233887,2,,,,,,,,,,,21097.5,4,8640,9000.609375,1,,,,,,18,1,0,24,,
849,1,32,24.64646339,1,1,1,1,1,2,1,2,3,1,,,,,,,,,,,,,,,,16090,4,5609,5887.74707,1,21097.5,3,7606,7606,1,42195,4,17149,17439.60547,2,40,0,1,35,272.5515442,286.5924988
850,1,45,20.9276123,,,,,2,3,1,2,2,3,5000,3,1590,1590,3,10000,2,3060,3037.176758,1,,,,,,,,,,,21097.5,3,7470,7470,3,,,,,,46,0,1,45,,
851,1,53,20.77485466,,,,,2,3,0,2,1,1,5000,3,1396,1396,1,,,,,,,,,,,16090,4,4773,4973.362793,1,,,,,,,,,,,50,1,1,45,,
852,1,33,22.68170738,,,,,2,3,1,2,2,1,5000,3,1650,1650,3,,,,,,,,,,,,,,,,21097.5,2,7800,7704.302246,2,,,,,,25,0,0,20,,
853,1,27,21.86121559,,,,,2,4,1,1,3,2,5000,1,1569,,4,10000,2,3261,3235.092529,3,,,,,,,,,,,21097.5,4,7080,7320.333496,4,,,,,,25,0,0,20,,
854,1,37,26.83450317,,,,,2,3,1,2,1,1,5000,4,2354,2380.654541,3,10000,4,4380,4535.070801,3,,,,,,,,,,,,,,,,,,,,,20,0,0,17,,
855,1,33,24.20903206,,,,,2,3,1,2,3,2,,,,,,10000,3,4140,4140,3,,,,,,,,,,,21097.5,4,9063,9460.595703,2,,,,,,19,0,0,9,,
856,1,25,24.30706978,,,,,1,2,0,1,2,1,5000,4,1052,1057.290283,3,10000,4,2308,2350.348633,3,,,,,,,,,,,21097.5,1,4944,,1,,,,,,85,0,1,60,,
857,1,32,23.82998085,1,1,,,2,3,1,2,3,3,,,,,,,,,,,,,,,,,,,,,21097.5,2,6592,6523.519043,2,42195,3,14379,14379,2,28,1,1,23,245.2548981,
858,1,51,26.56771851,1,1,1,1,2,3,0,2,3,1,,,,,,10000,3,2890,2890,1,,,,,,,,,,,21097.5,3,6727,6727,1,42195,3,14745,14745,1,43,0,0,29,248.6258392,247.2328949
859,1,41,24.54295158,1,1,1,1,2,3,0,1,1,1,5000,4,1005,1009.827026,1,,,,,,,,,,,,,,,,21097.5,3,4620,4620,1,42195,3,9960,9960,1,100,1,1,80,,
